,GDAY_DS,T_ID,VS_T_ID,WLS,BF,ball_count,year,pitcher_data_p_lose_score,P_WHIP_RT
68,20160409,LT,SS,W,189,37.115286776254464,2016,inf,1.3281872491512654
69,20160409,SS,LT,L,188,36.115286776254464,2016,inf,1.4772979206561154
70,20160409,OB,WO,D,220,68.11528677625446,2016,5.603472623940878,1.2574215367976866
71,20160409,WO,OB,D,197,45.115286776254464,2016,5.934485324269069,1.5511663758024308
72,20160410,NC,HH,L,144,-7.8847132237455355,2016,5.575896207975358,1.0690503769093893
73,20160410,HH,NC,W,141,-10.884713223745536,2016,5.978151166913131,1.367540131090048
74,20160410,KT,HT,W,141,-10.884713223745536,2016,,1.1389219336225982
75,20160410,HT,KT,L,155,3.1152867762544645,2016,inf,1.1438500300299619
76,20160410,SK,LG,W,142,-9.884713223745536,2016,inf,0.9915485209230739
77,20160410,LG,SK,L,135,-16.884713223745536,2016,inf,0.9258644397147244
78,20160410,LT,SS,W,207,55.115286776254464,2016,inf,1.3281872491512654
79,20160410,SS,LT,L,149,-2.8847132237455355,2016,inf,1.4772979206561154
80,20160410,OB,WO,L,153,1.1152867762544645,2016,5.603472623940878,1.2574215367976866
81,20160410,WO,OB,W,142,-9.884713223745536,2016,5.93448532426907,1.5511663758024308
82,20160412,SK,HT,L,181,29.115286776254464,2016,inf,1.1389219336225982
83,20160412,HT,SK,W,160,8.115286776254464,2016,inf,0.9258644397147244
84,20160412,WO,KT,W,128,-23.884713223745536,2016,5.93448532426907,1.1438500300299619
85,20160412,KT,WO,L,148,-3.8847132237455355,2016,,1.2574215367976866
86,20160412,LG,LT,W,201,49.115286776254464,2016,inf,1.4772979206561154
87,20160412,LT,LG,L,220,68.11528677625446,2016,inf,0.9915485209230739
88,20160412,SS,NC,W,155,3.1152867762544645,2016,inf,1.367540131090048
89,20160412,NC,SS,L,164,12.115286776254464,2016,5.575896207975358,1.3281872491512654
90,20160412,HH,OB,L,189,37.115286776254464,2016,5.978151166913131,1.5511663758024308
91,20160412,OB,HH,W,153,1.1152867762544645,2016,5.603472623940879,1.0690503769093893
92,20160413,SK,HT,W,144,-7.8847132237455355,2016,inf,1.1389219336225982
93,20160413,HT,SK,L,133,-18.884713223745536,2016,inf,0.9258644397147244
94,20160413,WO,KT,L,190,38.115286776254464,2016,5.93448532426907,1.1438500300299619
95,20160413,KT,WO,W,204,52.115286776254464,2016,,1.2574215367976866
96,20160413,LG,LT,W,146,-5.8847132237455355,2016,inf,1.4772979206561154
97,20160413,LT,LG,L,180,28.115286776254464,2016,inf,0.9915485209230739
98,20160413,SS,NC,L,151,-0.8847132237455355,2016,inf,1.367540131090048
99,20160413,NC,SS,W,115,-36.884713223745536,2016,5.575896207975358,1.3281872491512654
100,20160413,HH,OB,L,180,28.115286776254464,2016,5.978151166913131,1.5511663758024308
101,20160413,OB,HH,W,164,12.115286776254464,2016,5.603472623940878,1.0690503769093893
102,20160414,SK,HT,W,169,17.115286776254464,2016,inf,1.1389219336225982
103,20160414,HT,SK,L,156,4.1152867762544645,2016,inf,0.9258644397147244
104,20160414,WO,KT,L,163,11.115286776254464,2016,5.93448532426907,1.1438500300299619
105,20160414,KT,WO,W,157,5.1152867762544645,2016,,1.2574215367976866
106,20160414,LG,LT,L,171,19.115286776254464,2016,inf,1.4772979206561154
107,20160414,LT,LG,W,117,-34.884713223745536,2016,inf,0.9915485209230739
108,20160414,SS,NC,W,148,-3.8847132237455355,2016,inf,1.367540131090048
109,20160414,NC,SS,L,146,-5.8847132237455355,2016,5.5758962079753625,1.3281872491512654
110,20160414,HH,OB,L,185,33.115286776254464,2016,5.978151166913131,1.5511663758024308
111,20160414,OB,HH,W,120,-31.884713223745536,2016,5.603472623940877,1.0690503769093893
112,20160415,HH,LG,L,219,67.11528677625446,2016,5.978151166913131,0.9915485209230739
113,20160415,LG,HH,W,137,-14.884713223745536,2016,inf,1.0690503769093893
114,20160415,NC,LT,W,151,-0.8847132237455355,2016,5.575896207975358,1.4772979206561154
115,20160415,LT,NC,L,157,5.1152867762544645,2016,inf,1.367540131090048
116,20160415,KT,SK,L,157,5.1152867762544645,2016,,0.9258644397147244
117,20160415,SK,KT,W,137,-14.884713223745536,2016,inf,1.1438500300299619
118,20160415,OB,SS,W,132,-19.884713223745536,2016,5.603472623940878,1.3281872491512654
119,20160415,SS,OB,L,161,9.115286776254464,2016,inf,1.5511663758024308
120,20160415,HT,WO,W,164,12.115286776254464,2016,inf,1.2574215367976866
121,20160415,WO,HT,L,168,16.115286776254464,2016,5.934485324269071,1.1389219336225982
122,20160417,HH,LG,L,173,21.115286776254464,2016,5.978151166913131,0.9915485209230739
123,20160417,LG,HH,W,178,26.115286776254464,2016,inf,1.0690503769093893
124,20160417,NC,LT,L,177,25.115286776254464,2016,5.575896207975358,1.4772979206561154
125,20160417,LT,NC,W,166,14.115286776254464,2016,inf,1.367540131090048
126,20160417,KT,SK,L,173,21.115286776254464,2016,,0.9258644397147244
127,20160417,SK,KT,W,168,16.115286776254464,2016,inf,1.1438500300299619
128,20160417,OB,SS,W,132,-19.884713223745536,2016,5.603472623940878,1.3281872491512654
129,20160417,SS,OB,L,138,-13.884713223745536,2016,inf,1.5511663758024308
130,20160417,HT,WO,L,102,-49.884713223745536,2016,inf,1.2574215367976866
131,20160417,WO,HT,W,110,-41.884713223745536,2016,5.93448532426907,1.1389219336225982
132,20160419,LT,HH,W,186,34.115286776254464,2016,inf,1.0690503769093893
133,20160419,HH,LT,L,168,16.115286776254464,2016,5.978151166913131,1.4772979206561154
134,20160419,LG,NC,L,160,8.115286776254464,2016,inf,1.367540131090048
135,20160419,NC,LG,W,115,-36.884713223745536,2016,5.57589620797536,0.9915485209230739
136,20160419,KT,OB,L,154,2.1152867762544645,2016,,1.5511663758024308
137,20160419,OB,KT,W,133,-18.884713223745536,2016,5.603472623940878,1.1438500300299619
138,20160419,HT,SS,W,167,15.115286776254464,2016,inf,1.3281872491512654
139,20160419,SS,HT,L,148,-3.8847132237455355,2016,inf,1.1389219336225982
140,20160419,SK,WO,L,143,-8.884713223745536,2016,inf,1.2574215367976866
141,20160419,WO,SK,W,144,-7.8847132237455355,2016,5.934485324269068,0.9258644397147244
142,20160420,LT,HH,W,138,-13.884713223745536,2016,inf,1.0690503769093893
143,20160420,HH,LT,L,193,41.115286776254464,2016,5.978151166913131,1.4772979206561154
144,20160420,LG,NC,W,127,-24.884713223745536,2016,inf,1.367540131090048
145,20160420,NC,LG,L,122,-29.884713223745536,2016,5.575896207975358,0.9915485209230739
146,20160420,KT,OB,L,193,41.115286776254464,2016,,1.5511663758024308
147,20160420,OB,KT,W,143,-8.884713223745536,2016,5.603472623940878,1.1438500300299619
148,20160420,HT,SS,L,141,-10.884713223745536,2016,inf,1.3281872491512654
149,20160420,SS,HT,W,147,-4.8847132237455355,2016,inf,1.1389219336225982
150,20160420,SK,WO,W,136,-15.884713223745536,2016,inf,1.2574215367976866
151,20160420,WO,SK,L,141,-10.884713223745536,2016,5.93448532426907,0.9258644397147244
152,20160421,LT,HH,L,195,43.115286776254464,2016,inf,1.0690503769093893
153,20160421,HH,LT,W,157,5.1152867762544645,2016,5.978151166913131,1.4772979206561154
154,20160421,LG,NC,L,158,6.1152867762544645,2016,inf,1.367540131090048
155,20160421,NC,LG,W,170,18.115286776254464,2016,5.57589620797536,0.9915485209230739
156,20160421,KT,OB,W,142,-9.884713223745536,2016,,1.5511663758024308
157,20160421,OB,KT,L,168,16.115286776254464,2016,5.603472623940878,1.1438500300299619
158,20160421,HT,SS,L,160,8.115286776254464,2016,inf,1.3281872491512654
159,20160421,SS,HT,W,142,-9.884713223745536,2016,inf,1.1389219336225982
160,20160421,SK,WO,W,150,-1.8847132237455355,2016,inf,1.2574215367976866
161,20160421,WO,SK,L,123,-28.884713223745536,2016,5.934485324269071,0.9258644397147244
162,20160422,OB,HH,W,144,-7.8847132237455355,2016,5.603472623940878,1.0690503769093893
163,20160422,HH,OB,L,123,-28.884713223745536,2016,5.978151166913131,1.5511663758024308
164,20160422,LT,HT,W,157,5.1152867762544645,2016,inf,1.1389219336225982
165,20160422,HT,LT,L,128,-23.884713223745536,2016,inf,1.4772979206561154
166,20160422,SS,KT,L,204,52.115286776254464,2016,inf,1.1438500300299619
167,20160422,KT,SS,W,115,-36.884713223745536,2016,,1.3281872491512654
168,20160422,WO,LG,W,116,-35.884713223745536,2016,5.934485324269071,0.9915485209230739
169,20160422,LG,WO,L,144,-7.8847132237455355,2016,inf,1.2574215367976866
170,20160422,SK,NC,L,194,42.115286776254464,2016,inf,1.367540131090048
171,20160422,NC,SK,W,154,2.1152867762544645,2016,5.575896207975358,0.9258644397147244
172,20160423,OB,HH,W,141,-10.884713223745536,2016,5.603472623940878,1.0690503769093893
173,20160423,HH,OB,L,137,-14.884713223745536,2016,5.978151166913131,1.5511663758024308
174,20160423,LT,HT,L,187,35.115286776254464,2016,inf,1.1389219336225982
175,20160423,HT,LT,W,188,36.115286776254464,2016,inf,1.4772979206561154
176,20160423,SS,KT,L,147,-4.8847132237455355,2016,inf,1.1438500300299619
177,20160423,KT,SS,W,171,19.115286776254464,2016,,1.3281872491512654
178,20160423,WO,LG,W,157,5.1152867762544645,2016,5.934485324269069,0.9915485209230739
179,20160423,LG,WO,L,191,39.115286776254464,2016,inf,1.2574215367976866
180,20160423,SK,NC,W,130,-21.884713223745536,2016,inf,1.367540131090048
181,20160423,NC,SK,L,182,30.115286776254464,2016,5.575896207975358,0.9258644397147244
182,20160424,OB,HH,W,134,-17.884713223745536,2016,5.603472623940879,1.0690503769093893
183,20160424,HH,OB,L,154,2.1152867762544645,2016,5.978151166913131,1.5511663758024308
184,20160424,LT,HT,L,161,9.115286776254464,2016,inf,1.1389219336225982
185,20160424,HT,LT,W,150,-1.8847132237455355,2016,inf,1.4772979206561154
186,20160424,SS,KT,W,114,-37.884713223745536,2016,inf,1.1438500300299619
187,20160424,KT,SS,L,126,-25.884713223745536,2016,,1.3281872491512654
188,20160424,WO,LG,L,142,-9.884713223745536,2016,5.93448532426907,0.9915485209230739
189,20160424,LG,WO,W,142,-9.884713223745536,2016,inf,1.2574215367976866
190,20160424,SK,NC,W,123,-28.884713223745536,2016,inf,1.367540131090048
191,20160424,NC,SK,L,116,-35.884713223745536,2016,5.575896207975358,0.9258644397147244
192,20160426,HH,HT,W,165,13.115286776254464,2016,5.978151166913131,1.1389219336225982
193,20160426,HT,HH,L,151,-0.8847132237455355,2016,inf,1.0690503769093893
194,20160426,SS,LG,L,137,-14.884713223745536,2016,inf,0.9915485209230739
195,20160426,LG,SS,W,94,-57.884713223745536,2016,inf,1.3281872491512654
196,20160426,KT,LT,W,139,-12.884713223745536,2016,,1.4772979206561154
197,20160426,LT,KT,L,119,-32.884713223745536,2016,inf,1.1438500300299619
198,20160426,OB,SK,W,155,3.1152867762544645,2016,5.603472623940878,0.9258644397147244
199,20160426,SK,OB,L,119,-32.884713223745536,2016,inf,1.5511663758024308
200,20160426,NC,WO,W,167,15.115286776254464,2016,5.575896207975358,1.2574215367976866
201,20160426,WO,NC,L,145,-6.8847132237455355,2016,5.934485324269071,1.367540131090048
202,20160427,KT,LT,L,177,25.115286776254464,2016,,1.4772979206561154
203,20160427,LT,KT,W,133,-18.884713223745536,2016,inf,1.1438500300299619
204,20160427,OB,SK,L,134,-17.884713223745536,2016,5.603472623940879,0.9258644397147244
205,20160427,SK,OB,W,148,-3.8847132237455355,2016,inf,1.5511663758024308
206,20160428,HH,HT,W,176,24.115286776254464,2016,5.978151166913131,1.1389219336225982
207,20160428,HT,HH,L,170,18.115286776254464,2016,inf,1.0690503769093893
208,20160428,SS,LG,W,173,21.115286776254464,2016,inf,0.9915485209230739
209,20160428,LG,SS,L,173,21.115286776254464,2016,inf,1.3281872491512654
210,20160428,KT,LT,L,198,46.115286776254464,2016,,1.4772979206561154
211,20160428,LT,KT,W,132,-19.884713223745536,2016,inf,1.1438500300299619
212,20160428,OB,SK,W,145,-6.8847132237455355,2016,5.603472623940878,0.9258644397147244
213,20160428,SK,OB,L,127,-24.884713223745536,2016,inf,1.5511663758024308
214,20160428,NC,WO,L,157,5.1152867762544645,2016,5.575896207975358,1.2574215367976866
215,20160428,WO,NC,W,179,27.115286776254464,2016,5.934485324269071,1.367540131090048
216,20160429,LG,KT,W,157,5.1152867762544645,2016,inf,1.1438500300299619
217,20160429,KT,LG,L,167,15.115286776254464,2016,,0.9915485209230739
218,20160429,LT,NC,L,168,16.115286776254464,2016,inf,1.367540131090048
219,20160429,NC,LT,W,139,-12.884713223745536,2016,5.575896207975358,1.4772979206561154
220,20160429,HT,OB,W,159,7.1152867762544645,2016,inf,1.5511663758024308
221,20160429,OB,HT,L,135,-16.884713223745536,2016,5.603472623940879,1.1389219336225982
222,20160429,WO,SK,L,117,-34.884713223745536,2016,5.93448532426907,0.9258644397147244
223,20160429,SK,WO,W,132,-19.884713223745536,2016,inf,1.2574215367976866
224,20160429,HH,SS,W,141,-10.884713223745536,2016,5.978151166913131,1.3281872491512654
225,20160429,SS,HH,L,177,25.115286776254464,2016,inf,1.0690503769093893
226,20160430,LG,KT,L,149,-2.8847132237455355,2016,inf,1.1438500300299619
227,20160430,KT,LG,W,154,2.1152867762544645,2016,,0.9915485209230739
228,20160430,LT,NC,L,183,31.115286776254464,2016,inf,1.367540131090048
229,20160430,NC,LT,W,143,-8.884713223745536,2016,5.575896207975362,1.4772979206561154
230,20160430,HT,OB,L,166,14.115286776254464,2016,inf,1.5511663758024308
231,20160430,OB,HT,W,154,2.1152867762544645,2016,5.603472623940878,1.1389219336225982
232,20160430,WO,SK,L,133,-18.884713223745536,2016,5.934485324269069,0.9258644397147244
233,20160430,SK,WO,W,145,-6.8847132237455355,2016,inf,1.2574215367976866
234,20160430,HH,SS,L,146,-5.8847132237455355,2016,5.978151166913131,1.3281872491512654
235,20160430,SS,HH,W,164,12.115286776254464,2016,inf,1.0690503769093893
236,20160501,LG,KT,W,150,-1.8847132237455355,2016,inf,1.1438500300299619
237,20160501,KT,LG,L,139,-12.884713223745536,2016,,0.9915485209230739
238,20160501,LT,NC,L,135,-16.884713223745536,2016,inf,1.367540131090048
239,20160501,NC,LT,W,146,-5.8847132237455355,2016,5.575896207975358,1.4772979206561154
240,20160501,HT,OB,L,134,-17.884713223745536,2016,inf,1.5511663758024308
241,20160501,OB,HT,W,137,-14.884713223745536,2016,5.603472623940877,1.1389219336225982
242,20160501,WO,SK,W,109,-42.884713223745536,2016,5.934485324269071,0.9258644397147244
243,20160501,SK,WO,L,146,-5.8847132237455355,2016,inf,1.2574215367976866
244,20160501,HH,SS,W,181,29.115286776254464,2016,5.978151166913131,1.3281872491512654
245,20160501,SS,HH,L,145,-6.8847132237455355,2016,inf,1.0690503769093893
246,20160503,SK,HH,L,161,9.115286776254464,2016,inf,1.0690503769093893
247,20160503,HH,SK,W,152,0.11528677625446448,2016,5.978151166913131,0.9258644397147244
248,20160503,HT,LT,W,163,11.115286776254464,2016,inf,1.4772979206561154
249,20160503,LT,HT,L,138,-13.884713223745536,2016,inf,1.1389219336225982
250,20160503,SS,WO,L,170,18.115286776254464,2016,inf,1.2574215367976866
251,20160503,WO,SS,W,115,-36.884713223745536,2016,5.93448532426907,1.3281872491512654
252,20160504,SK,HH,W,150,-1.8847132237455355,2016,inf,1.0690503769093893
253,20160504,HH,SK,L,154,2.1152867762544645,2016,5.978151166913131,0.9258644397147244
254,20160504,HT,LT,W,153,1.1152867762544645,2016,inf,1.4772979206561154
255,20160504,LT,HT,L,149,-2.8847132237455355,2016,inf,1.1389219336225982
256,20160504,KT,NC,L,167,15.115286776254464,2016,,1.367540131090048
257,20160504,NC,KT,W,175,23.115286776254464,2016,5.575896207975358,1.1438500300299619
258,20160504,LG,OB,L,185,33.115286776254464,2016,inf,1.5511663758024308
259,20160504,OB,LG,W,133,-18.884713223745536,2016,5.603472623940878,0.9915485209230739
260,20160504,SS,WO,L,139,-12.884713223745536,2016,inf,1.2574215367976866
261,20160504,WO,SS,W,157,5.1152867762544645,2016,5.934485324269071,1.3281872491512654
262,20160505,SK,HH,W,156,4.1152867762544645,2016,inf,1.0690503769093893
263,20160505,HH,SK,L,201,49.115286776254464,2016,5.978151166913131,0.9258644397147244
264,20160505,HT,LT,W,133,-18.884713223745536,2016,inf,1.4772979206561154
265,20160505,LT,HT,L,194,42.115286776254464,2016,inf,1.1389219336225982
266,20160505,KT,NC,L,210,58.115286776254464,2016,,1.367540131090048
267,20160505,NC,KT,W,139,-12.884713223745536,2016,5.575896207975358,1.1438500300299619
268,20160505,LG,OB,W,181,29.115286776254464,2016,inf,1.5511663758024308
269,20160505,OB,LG,L,179,27.115286776254464,2016,5.603472623940878,0.9915485209230739
270,20160505,SS,WO,W,119,-32.884713223745536,2016,inf,1.2574215367976866
271,20160505,WO,SS,L,118,-33.884713223745536,2016,5.93448532426907,1.3281872491512654
272,20160506,KT,HH,W,170,18.115286776254464,2016,,1.0690503769093893
273,20160506,HH,KT,L,139,-12.884713223745536,2016,5.978151166913131,1.1438500300299619
274,20160506,WO,HT,W,162,10.115286776254464,2016,5.93448532426907,1.1389219336225982
275,20160506,HT,WO,L,172,20.115286776254464,2016,inf,1.2574215367976866
276,20160506,NC,LG,W,138,-13.884713223745536,2016,5.575896207975358,0.9915485209230739
277,20160506,LG,NC,L,150,-1.8847132237455355,2016,inf,1.367540131090048
278,20160506,OB,LT,L,187,35.115286776254464,2016,5.603472623940878,1.4772979206561154
279,20160506,LT,OB,W,127,-24.884713223745536,2016,inf,1.5511663758024308
280,20160506,SS,SK,W,113,-38.884713223745536,2016,inf,0.9258644397147244
281,20160506,SK,SS,L,101,-50.884713223745536,2016,inf,1.3281872491512654
282,20160507,KT,HH,W,170,18.115286776254464,2016,,1.0690503769093893
283,20160507,HH,KT,L,203,51.115286776254464,2016,5.978151166913131,1.1438500300299619
284,20160507,WO,HT,W,125,-26.884713223745536,2016,6.352039358714871,1.1389219336225982
285,20160507,HT,WO,L,112,-39.884713223745536,2016,inf,1.2574215367976866
286,20160507,NC,LG,W,161,9.115286776254464,2016,5.575896207975358,0.9915485209230739
287,20160507,LG,NC,L,147,-4.8847132237455355,2016,inf,1.367540131090048
288,20160507,OB,LT,L,169,17.115286776254464,2016,5.603472623940878,1.4772979206561154
289,20160507,LT,OB,W,162,10.115286776254464,2016,inf,1.5511663758024308
290,20160507,SS,SK,L,167,15.115286776254464,2016,inf,0.9258644397147244
291,20160507,SK,SS,W,134,-17.884713223745536,2016,inf,1.3281872491512654
292,20160508,KT,HH,W,155,3.1152867762544645,2016,,1.0690503769093893
293,20160508,HH,KT,L,138,-13.884713223745536,2016,5.978151166913131,1.1438500300299619
294,20160508,WO,HT,W,150,-1.8847132237455355,2016,6.352039358714871,1.1389219336225982
295,20160508,HT,WO,L,171,19.115286776254464,2016,inf,1.2574215367976866
296,20160508,NC,LG,W,140,-11.884713223745536,2016,5.575896207975358,0.9915485209230739
297,20160508,LG,NC,L,174,22.115286776254464,2016,inf,1.367540131090048
298,20160508,OB,LT,L,221,69.11528677625446,2016,5.603472623940878,1.4772979206561154
299,20160508,LT,OB,W,171,19.115286776254464,2016,inf,1.5511663758024308
300,20160508,SS,SK,W,194,42.115286776254464,2016,inf,0.9258644397147244
301,20160508,SK,SS,L,197,45.115286776254464,2016,inf,1.3281872491512654
302,20160510,SK,OB,L,171,19.115286776254464,2016,inf,1.5511663758024308
303,20160510,OB,SK,W,168,16.115286776254464,2016,5.723144591362391,0.9258644397147244
304,20160510,LG,SS,L,179,27.115286776254464,2016,inf,1.3281872491512654
305,20160510,SS,LG,W,161,9.115286776254464,2016,inf,0.9915485209230739
306,20160511,HT,KT,W,146,-5.8847132237455355,2016,inf,1.1438500300299619
307,20160511,KT,HT,L,156,4.1152867762544645,2016,,1.1389219336225982
308,20160511,HH,NC,W,187,35.115286776254464,2016,5.978151166913131,1.367540131090048
309,20160511,NC,HH,L,150,-1.8847132237455355,2016,5.575896207975358,1.0690503769093893
310,20160511,SK,OB,L,163,11.115286776254464,2016,inf,1.5511663758024308
311,20160511,OB,SK,W,140,-11.884713223745536,2016,5.7231445913623915,0.9258644397147244
312,20160511,LG,SS,W,119,-32.884713223745536,2016,inf,1.3281872491512654
313,20160511,SS,LG,L,176,24.115286776254464,2016,inf,0.9915485209230739
314,20160511,LT,WO,L,183,31.115286776254464,2016,inf,1.2574215367976866
315,20160511,WO,LT,W,149,-2.8847132237455355,2016,6.352039358714873,1.4772979206561154
316,20160512,HT,KT,W,146,-5.8847132237455355,2016,inf,1.1438500300299619
317,20160512,KT,HT,L,149,-2.8847132237455355,2016,,1.1389219336225982
318,20160512,HH,NC,L,199,47.115286776254464,2016,5.978151166913131,1.367540131090048
319,20160512,NC,HH,W,151,-0.8847132237455355,2016,5.575896207975358,1.0690503769093893
320,20160512,SK,OB,W,140,-11.884713223745536,2016,inf,1.5511663758024308
321,20160512,OB,SK,L,137,-14.884713223745536,2016,5.7231445913623915,0.9258644397147244
322,20160512,LG,SS,L,181,29.115286776254464,2016,inf,1.3281872491512654
323,20160512,SS,LG,W,142,-9.884713223745536,2016,inf,0.9915485209230739
324,20160512,LT,WO,W,142,-9.884713223745536,2016,inf,1.2574215367976866
325,20160512,WO,LT,L,159,7.1152867762544645,2016,6.352039358714871,1.4772979206561154
326,20160513,HT,HH,W,143,-8.884713223745536,2016,inf,1.0690503769093893
327,20160513,HH,HT,L,130,-21.884713223745536,2016,5.978151166913131,1.1389219336225982
328,20160513,NC,KT,L,153,1.1152867762544645,2016,5.575896207975358,1.1438500300299619
329,20160513,KT,NC,W,136,-15.884713223745536,2016,,1.367540131090048
330,20160513,SS,LT,L,206,54.115286776254464,2016,inf,1.4772979206561154
331,20160513,LT,SS,W,179,27.115286776254464,2016,inf,1.3281872491512654
332,20160513,WO,OB,L,183,31.115286776254464,2016,6.3520393587148725,1.5511663758024308
333,20160513,OB,WO,W,129,-22.884713223745536,2016,5.723144591362391,1.2574215367976866
