,GDAY_DS,T_ID,VS_T_ID,year,year_team_hit_avg,make_score_ratio,four_ball,steal,RBI
201,20160611,0,3,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
202,20160612,0,3,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
203,20160614,0,2,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
204,20160616,0,2,2016,0.28929340379722057,0.3008534850640114,0.07803463454360607,0.5363035645825465,0.10646702008089472
205,20160617,0,9,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
206,20160618,0,9,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
207,20160619,0,9,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
208,20160621,0,5,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
209,20160623,0,5,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
210,20160624,0,4,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
211,20160625,0,4,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
212,20160626,0,4,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
213,20160628,0,9,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
214,20160629,0,9,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
215,20160630,0,9,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
216,20160702,0,6,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
217,20160706,0,7,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
218,20160707,0,7,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
219,20160708,0,8,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
220,20160709,0,8,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
221,20160710,0,8,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
222,20160712,0,3,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
223,20160713,0,3,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
224,20160714,0,3,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
225,20160719,0,2,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
226,20160720,0,2,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
227,20160721,0,2,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
228,20160722,0,4,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
229,20160723,0,4,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
230,20160724,0,4,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
231,20160726,0,7,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
232,20160727,0,7,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
233,20160728,0,7,2016,0.28929340379722057,0.3008534850640114,0.0771696302105676,0.5564642791659139,0.10714641152328251
234,20160729,0,6,2016,0.28929340379722057,0.3008534850640114,0.07990660990417489,0.5749449342006675,0.10438265798192126
235,20160730,0,6,2016,0.28929340379722057,0.3008534850640114,0.07990660990417489,0.5749449342006675,0.10438265798192126
236,20160731,0,6,2016,0.28929340379722057,0.3008534850640114,0.07990660990417489,0.5749449342006675,0.10438265798192126
237,20160802,0,1,2016,0.28929340379722057,0.3008534850640114,0.07990660990417489,0.5749449342006675,0.10438265798192126
238,20160803,0,1,2016,0.28929340379722057,0.3008534850640114,0.07990660990417489,0.5749449342006675,0.10438265798192126
